ligand_id	barrier_energy	original_line
PV-005589603135	29.787	PV-005589603135 29.787
PV-005589975612	27.645	PV-005589975612 27.645
PV-005590040842	30.851	PV-005590040842 30.851
PV-005590309739	31.771	PV-005590309739 31.771
PV-005590309740	29.561	PV-005590309740 29.561
PV-005590341059	25.95	PV-005590341059 25.950
PV-005590529165	32.141	PV-005590529165 32.141
PV-005590695438	31.47	PV-005590695438 31.470
PV-005591243354	26.253	PV-005591243354 26.253
PV-005591464798	28.509	PV-005591464798 28.509
PV-005592475342	26.163	PV-005592475342 26.163
PV-005592892908	30.956	PV-005592892908 30.956
PV-005593180713	28.307	PV-005593180713 28.307
PV-005593888088	31.777	PV-005593888088 31.777
PV-005594027787	30.538	PV-005594027787 30.538
PV-005594190940	26.495	PV-005594190940 26.495
PV-005594519898	28.825	PV-005594519898 28.825
PV-005594674332	30.905	PV-005594674332 30.905
PV-005594829348	31.018	PV-005594829348 31.018
PV-005594857244	26.07	PV-005594857244 26.070
PV-005594857245	29.163	PV-005594857245 29.163
PV-005594905892	26.453	PV-005594905892 26.453
PV-005595002187	31.479	PV-005595002187 31.479
PV-005595015344	30.498	PV-005595015344 30.498
PV-005595118586	26.959	PV-005595118586 26.959
PV-005595314755	25.994	PV-005595314755 25.994
PV-005595417426	31.265	PV-005595417426 31.265
PV-005595417427	30.418	PV-005595417427 30.418
PV-005595417428	30.272	PV-005595417428 30.272
PV-005595544012	30.038	PV-005595544012 30.038
PV-005595567719	30.082	PV-005595567719 30.082
PV-005595593688	29.742	PV-005595593688 29.742
PV-005595593689	29.651	PV-005595593689 29.651
PV-005595996819	30.116	PV-005595996819 30.116
PV-005596215291	29.508	PV-005596215291 29.508
PV-005597028043	25.217	PV-005597028043 25.217
PV-005597643839	30.887	PV-005597643839 30.887
PV-005597673228	31.185	PV-005597673228 31.185
PV-005597927199	29.122	PV-005597927199 29.122
PV-005598211664	26.546	PV-005598211664 26.546
PV-005598270904	26.317	PV-005598270904 26.317
PV-005598817447	29.074	PV-005598817447 29.074
PV-005599074856	28.696	PV-005599074856 28.696
PV-005599074858	26.679	PV-005599074858 26.679
PV-005599074859	29.24	PV-005599074859 29.240
PV-005599089461	30.641	PV-005599089461 30.641
PV-005599116565	26.5	PV-005599116565 26.500
PV-005599160027	26.572	PV-005599160027 26.572
PV-005599282358	28.994	PV-005599282358 28.994
PV-005599382975	27.127	PV-005599382975 27.127
PV-005599409268	29.386	PV-005599409268 29.386
PV-005599684191	30.722	PV-005599684191 30.722
PV-005599684192	30.261	PV-005599684192 30.261
PV-005599818249	26.622	PV-005599818249 26.622
PV-005600031843	31.544	PV-005600031843 31.544
PV-005600031844	29.229	PV-005600031844 29.229
PV-005600031845	27.294	PV-005600031845 27.294
PV-005600424389	30.256	PV-005600424389 30.256
PV-005600542810	25.366	PV-005600542810 25.366
PV-005600608186	29.852	PV-005600608186 29.852
PV-005600625068	27.036	PV-005600625068 27.036
PV-005600735341	25.29	PV-005600735341 25.290
PV-005600735342	31.471	PV-005600735342 31.471
PV-005600735343	28.819	PV-005600735343 28.819
PV-005600775256	29.018	PV-005600775256 29.018
PV-005601173451	30.967	PV-005601173451 30.967
PV-005601173452	28.952	PV-005601173452 28.952
PV-005602262979	28.004	PV-005602262979 28.004
PV-005602958565	28.978	PV-005602958565 28.978
PV-005602958566	30.462	PV-005602958566 30.462
PV-005602958567	29.628	PV-005602958567 29.628
PV-005603064290	28.992	PV-005603064290 28.992
PV-005603179167	31.798	PV-005603179167 31.798
PV-005603579808	31.975	PV-005603579808 31.975
PV-005603778092	25.542	PV-005603778092 25.542
PV-005604167879	29.911	PV-005604167879 29.911
PV-005604239735	25.927	PV-005604239735 25.927
PV-005604516754	28.967	PV-005604516754 28.967
PV-005604883325	26.39	PV-005604883325 26.390
PV-005604903906	25.902	PV-005604903906 25.902
PV-005605053749	30.943	PV-005605053749 30.943
PV-005605354288	28.497	PV-005605354288 28.497
PV-005605843975	31.74	PV-005605843975 31.740
PV-005606634212	28.829	PV-005606634212 28.829
PV-005607190036	27.49	PV-005607190036 27.490
PV-005607229494	26.762	PV-005607229494 26.762
PV-005607232598	25.417	PV-005607232598 25.417
PV-005607362734	26.666	PV-005607362734 26.666
PV-005607437151	27.843	PV-005607437151 27.843
PV-005607437152	27.163	PV-005607437152 27.163
PV-005607488649	29.041	PV-005607488649 29.041
PV-005607488650	28.504	PV-005607488650 28.504
PV-005607488651	30.174	PV-005607488651 30.174
PV-005607494878	30.767	PV-005607494878 30.767
PV-005607563879	30.131	PV-005607563879 30.131
PV-005607798817	27.949	PV-005607798817 27.949
PV-005607868613	29.935	PV-005607868613 29.935
PV-005608072264	25.693	PV-005608072264 25.693
PV-005608412020	30.389	PV-005608412020 30.389
PV-005608412021	27.967	PV-005608412021 27.967
PV-005608412022	30.003	PV-005608412022 30.003
PV-005609065823	30.146	PV-005609065823 30.146
PV-005609534744	25.568	PV-005609534744 25.568
PV-005609699148	30.691	PV-005609699148 30.691
PV-005609910885	26.003	PV-005609910885 26.003
PV-005610080458	29.198	PV-005610080458 29.198
PV-005610132176	30.111	PV-005610132176 30.111
PV-005610216690	29.292	PV-005610216690 29.292
PV-005610216691	29.149	PV-005610216691 29.149
PV-005610216692	28.992	PV-005610216692 28.992
PV-005610474067	29.58	PV-005610474067 29.580
PV-005611230227	29.665	PV-005611230227 29.665
PV-005611239469	29.89	PV-005611239469 29.890
PV-005611239470	29.877	PV-005611239470 29.877
PV-005611239471	29.032	PV-005611239471 29.032
PV-005611240028	27.053	PV-005611240028 27.053
PV-005612225424	26.837	PV-005612225424 26.837
PV-005612321388	26.15	PV-005612321388 26.150
PV-005612597762	31.474	PV-005612597762 31.474
PV-005612597763	29.681	PV-005612597763 29.681
PV-005612797167	29.612	PV-005612797167 29.612
PV-005612929018	30.146	PV-005612929018 30.146
PV-005612929019	26.886	PV-005612929019 26.886
PV-005613154928	30.267	PV-005613154928 30.267
PV-005613581301	30.967	PV-005613581301 30.967
PV-005613857951	26.599	PV-005613857951 26.599
PV-005614940282	29.484	PV-005614940282 29.484
PV-005614967755	25.647	PV-005614967755 25.647
PV-005615512579	29.247	PV-005615512579 29.247
PV-005615512580	30.188	PV-005615512580 30.188
PV-005615532584	32.389	PV-005615532584 32.389
PV-005615572287	30.461	PV-005615572287 30.461
PV-005615774884	30.124	PV-005615774884 30.124
PV-005616045622	30.616	PV-005616045622 30.616
PV-005616159844	29.553	PV-005616159844 29.553
PV-005616159845	30.984	PV-005616159845 30.984
PV-005616325600	29.144	PV-005616325600 29.144
PV-005616617683	28.699	PV-005616617683 28.699
PV-005616695267	26.143	PV-005616695267 26.143
PV-005616695268	30.762	PV-005616695268 30.762
PV-005616695269	26.36	PV-005616695269 26.360
PV-005616814849	28.723	PV-005616814849 28.723
PV-005617373344	30.914	PV-005617373344 30.914
PV-005617373345	28.981	PV-005617373345 28.981
PV-005617373346	29.004	PV-005617373346 29.004
PV-005617687311	31.277	PV-005617687311 31.277
PV-005617907263	28.97	PV-005617907263 28.970
PV-005618034138	26.716	PV-005618034138 26.716
PV-005618671512	31.387	PV-005618671512 31.387
PV-005618671513	29.345	PV-005618671513 29.345
PV-005618739025	30.328	PV-005618739025 30.328
PV-005618916392	31.42	PV-005618916392 31.420
PV-005618916393	29.143	PV-005618916393 29.143
PV-005619151549	30.388	PV-005619151549 30.388
PV-005619459411	28.731	PV-005619459411 28.731
PV-005619665811	25.504	PV-005619665811 25.504
PV-005619780766	26.401	PV-005619780766 26.401
PV-005619780767	28.567	PV-005619780767 28.567
PV-005619780768	25.803	PV-005619780768 25.803
PV-005620144516	28.963	PV-005620144516 28.963
PV-005620501748	31.281	PV-005620501748 31.281
PV-005621029279	28.868	PV-005621029279 28.868
PV-005621249601	28.655	PV-005621249601 28.655
PV-005621283630	30.677	PV-005621283630 30.677
PV-005621643142	31.922	PV-005621643142 31.922
PV-005621845194	31.207	PV-005621845194 31.207
PV-005622043012	31.888	PV-005622043012 31.888
PV-005622501975	31.252	PV-005622501975 31.252
PV-005622851444	29.358	PV-005622851444 29.358
PV-005623577389	31.798	PV-005623577389 31.798
PV-005623878852	30.947	PV-005623878852 30.947
PV-005624238719	31.573	PV-005624238719 31.573
PV-005624303413	31.135	PV-005624303413 31.135
PV-005624431855	28.444	PV-005624431855 28.444
PV-005624689972	29.3	PV-005624689972 29.300
PV-005624689973	25.838	PV-005624689973 25.838
PV-005624689974	29.352	PV-005624689974 29.352
PV-005625361644	30.072	PV-005625361644 30.072
PV-005625698449	26.44	PV-005625698449 26.440
PV-005625698450	29.774	PV-005625698450 29.774
PV-005625698451	26.351	PV-005625698451 26.351
PV-005625874993	28.815	PV-005625874993 28.815
PV-005626098755	32.061	PV-005626098755 32.061
PV-005627270588	29.756	PV-005627270588 29.756
PV-005628162388	30.392	PV-005628162388 30.392
PV-005628169459	31.11	PV-005628169459 31.110
PV-005628240471	29.374	PV-005628240471 29.374
PV-005628420622	27.651	PV-005628420622 27.651
PV-005628969236	25.479	PV-005628969236 25.479
PV-005629834244	26.769	PV-005629834244 26.769
PV-005630153305	26.385	PV-005630153305 26.385
PV-005630308023	29.186	PV-005630308023 29.186
PV-005630528453	26.548	PV-005630528453 26.548
PV-005631033833	26.88	PV-005631033833 26.880
PV-005631416266	30.907	PV-005631416266 30.907
PV-005632013862	31.886	PV-005632013862 31.886
PV-005632125776	31.231	PV-005632125776 31.231
PV-005632251352	31.198	PV-005632251352 31.198
PV-005632450774	30.666	PV-005632450774 30.666
PV-005633245604	30.55	PV-005633245604 30.550
PV-005633761752	30.26	PV-005633761752 30.260
PV-005633974607	30.049	PV-005633974607 30.049
PV-005633974608	26.324	PV-005633974608 26.324
PV-005633974609	28.089	PV-005633974609 28.089
PV-005634784232	31.712	PV-005634784232 31.712
PV-005634961914	29.193	PV-005634961914 29.193
PV-005635053408	29.665	PV-005635053408 29.665
PV-005635422630	29.731	PV-005635422630 29.731
PV-005635537482	30.288	PV-005635537482 30.288
PV-005635689579	30.598	PV-005635689579 30.598
PV-005635689580	30.568	PV-005635689580 30.568
PV-005636038628	29.203	PV-005636038628 29.203
PV-005636358347	31.684	PV-005636358347 31.684
PV-005636358348	30.541	PV-005636358348 30.541
PV-005636556501	28.822	PV-005636556501 28.822
PV-005636565360	26.734	PV-005636565360 26.734
PV-005636905592	31.028	PV-005636905592 31.028
PV-005636959208	27.263	PV-005636959208 27.263
PV-005636979729	31.431	PV-005636979729 31.431
PV-005637084388	28.748	PV-005637084388 28.748
PV-005637292140	29.855	PV-005637292140 29.855
PV-005637417523	28.571	PV-005637417523 28.571
PV-005637637834	29.924	PV-005637637834 29.924
PV-005637797911	26.159	PV-005637797911 26.159
PV-005637818037	28.487	PV-005637818037 28.487
PV-005637848758	31.511	PV-005637848758 31.511
PV-005637863673	25.877	PV-005637863673 25.877
PV-005637906368	29.614	PV-005637906368 29.614
PV-005637966813	25.991	PV-005637966813 25.991
PV-005638302818	26.348	PV-005638302818 26.348
PV-005638302819	31.456	PV-005638302819 31.456
PV-005638469996	31.452	PV-005638469996 31.452
PV-005638557237	27.846	PV-005638557237 27.846
PV-005638709402	30.589	PV-005638709402 30.589
PV-005639170634	26.88	PV-005639170634 26.880
PV-005639170635	29.472	PV-005639170635 29.472
PV-005639850390	27.02	PV-005639850390 27.020
PV-005640069947	28.01	PV-005640069947 28.010
PV-005640733759	29.633	PV-005640733759 29.633
PV-005641308233	27.506	PV-005641308233 27.506
PV-005641311899	28.561	PV-005641311899 28.561
PV-005641355265	27.977	PV-005641355265 27.977
PV-005641615193	30.606	PV-005641615193 30.606
PV-005641615194	30.123	PV-005641615194 30.123
PV-005641615195	29.153	PV-005641615195 29.153
PV-005642512949	30.33	PV-005642512949 30.330
PV-005642556657	27.32	PV-005642556657 27.320
PV-005642684352	29.283	PV-005642684352 29.283
PV-005642744206	28.777	PV-005642744206 28.777
PV-005643253323	30.18	PV-005643253323 30.180
PV-005643481819	26.462	PV-005643481819 26.462
PV-005643481820	29.241	PV-005643481820 29.241
PV-005643481821	30.529	PV-005643481821 30.529
PV-005643680767	30.036	PV-005643680767 30.036
PV-005643680768	26.694	PV-005643680768 26.694
PV-005643974548	30.424	PV-005643974548 30.424
PV-005644297822	28.495	PV-005644297822 28.495
PV-005644421181	30.88	PV-005644421181 30.880
PV-005644627765	30.998	PV-005644627765 30.998
PV-005644755215	31.213	PV-005644755215 31.213
PV-005644769342	30.136	PV-005644769342 30.136
PV-005644882788	28.948	PV-005644882788 28.948
PV-005644882789	29.462	PV-005644882789 29.462
PV-005644900349	28.094	PV-005644900349 28.094
PV-005644911994	30.876	PV-005644911994 30.876
PV-005645361170	30.973	PV-005645361170 30.973
PV-005647451080	30.821	PV-005647451080 30.821
PV-005647451081	31.573	PV-005647451081 31.573
PV-005647451082	30.214	PV-005647451082 30.214
PV-005647611497	28.789	PV-005647611497 28.789
PV-005648024604	29.662	PV-005648024604 29.662
PV-005648024605	28.118	PV-005648024605 28.118
PV-005648024606	29.904	PV-005648024606 29.904
PV-005648420130	31.913	PV-005648420130 31.913
PV-005648593729	32.118	PV-005648593729 32.118
PV-005648683390	31.479	PV-005648683390 31.479
PV-005648683391	30.131	PV-005648683391 30.131
PV-005648683392	27.303	PV-005648683392 27.303
PV-005648720374	30.174	PV-005648720374 30.174
PV-005648832907	28.967	PV-005648832907 28.967
PV-005648853383	31.08	PV-005648853383 31.080
PV-005649191566	28.898	PV-005649191566 28.898
PV-005649827379	29.788	PV-005649827379 29.788
PV-005650151336	31.21	PV-005650151336 31.210
PV-005650717383	30.118	PV-005650717383 30.118
PV-005652015904	29.236	PV-005652015904 29.236
PV-005652180241	29.674	PV-005652180241 29.674
PV-005652194730	30.226	PV-005652194730 30.226
PV-005652840650	29.535	PV-005652840650 29.535
PV-005653593201	28.224	PV-005653593201 28.224
PV-005653770749	31.229	PV-005653770749 31.229
PV-005653770750	27.581	PV-005653770750 27.581
PV-005653770751	30.538	PV-005653770751 30.538
PV-005654148754	28.833	PV-005654148754 28.833
PV-005654357881	29.684	PV-005654357881 29.684
PV-005654357882	26.203	PV-005654357882 26.203
PV-005654607415	29.702	PV-005654607415 29.702
PV-005654627912	30.166	PV-005654627912 30.166
PV-005654748623	26.841	PV-005654748623 26.841
PV-005654752230	29.246	PV-005654752230 29.246
PV-005654838193	31.606	PV-005654838193 31.606
PV-005655533417	30.308	PV-005655533417 30.308
PV-005655533418	26.07	PV-005655533418 26.070
PV-005655719660	29.661	PV-005655719660 29.661
PV-005655719661	29.408	PV-005655719661 29.408
PV-005655719662	26.321	PV-005655719662 26.321
PV-005656417247	30.405	PV-005656417247 30.405
PV-005656491232	28.024	PV-005656491232 28.024
PV-005656582023	29.105	PV-005656582023 29.105
PV-005656582024	30.67	PV-005656582024 30.670
PV-005656645785	27.253	PV-005656645785 27.253
PV-005657020917	27.499	PV-005657020917 27.499
PV-005657020918	29.983	PV-005657020918 29.983
PV-005657020919	31.132	PV-005657020919 31.132
PV-005657054332	26.355	PV-005657054332 26.355
PV-005657890504	29.853	PV-005657890504 29.853
PV-005657890505	29.824	PV-005657890505 29.824
PV-005657958447	25.808	PV-005657958447 25.808
PV-005658192393	26.266	PV-005658192393 26.266
PV-005658192394	31.375	PV-005658192394 31.375
PV-005658192395	27.208	PV-005658192395 27.208
PV-005658414321	27.982	PV-005658414321 27.982
PV-005658469820	25.664	PV-005658469820 25.664
PV-005658469821	29.221	PV-005658469821 29.221
PV-005658753239	30.597	PV-005658753239 30.597
PV-005658781466	31.001	PV-005658781466 31.001
PV-005659085853	31.699	PV-005659085853 31.699
PV-005659110789	30.438	PV-005659110789 30.438
PV-005659388409	29.823	PV-005659388409 29.823
PV-005660062869	26.815	PV-005660062869 26.815
PV-005660208540	30.074	PV-005660208540 30.074
PV-005661359677	25.469	PV-005661359677 25.469
PV-005661703448	31.406	PV-005661703448 31.406
PV-005661792186	26.873	PV-005661792186 26.873
PV-005661854619	30.521	PV-005661854619 30.521
PV-005662521823	27.21	PV-005662521823 27.210
PV-005662521824	31.212	PV-005662521824 31.212
PV-005662531962	31.233	PV-005662531962 31.233
PV-005662905710	31.632	PV-005662905710 31.632
PV-005662958994	28.359	PV-005662958994 28.359
PV-005663186372	29.677	PV-005663186372 29.677
PV-005663270592	30.468	PV-005663270592 30.468
PV-005663507837	28.443	PV-005663507837 28.443
PV-005663692171	26.459	PV-005663692171 26.459
PV-005663846253	27.136	PV-005663846253 27.136
PV-005664488992	27.643	PV-005664488992 27.643
PV-005664688197	31.054	PV-005664688197 31.054
PV-005664761855	30.756	PV-005664761855 30.756
PV-005664822958	28.889	PV-005664822958 28.889
PV-005664905441	29.018	PV-005664905441 29.018
PV-005665673857	29.144	PV-005665673857 29.144
PV-005665789403	30.017	PV-005665789403 30.017
PV-005666695073	30.679	PV-005666695073 30.679
PV-005667243901	30.701	PV-005667243901 30.701
PV-005667649200	30.785	PV-005667649200 30.785
PV-005668021004	26.645	PV-005668021004 26.645
PV-005668524165	29.576	PV-005668524165 29.576
PV-005668770238	29.002	PV-005668770238 29.002
PV-005668770239	29.485	PV-005668770239 29.485
PV-005668770240	29.866	PV-005668770240 29.866
PV-005668770241	28.463	PV-005668770241 28.463
PV-005668770242	28.88	PV-005668770242 28.880
PV-005668770243	30.992	PV-005668770243 30.992
PV-005669170093	30.806	PV-005669170093 30.806
PV-005670402017	29.125	PV-005670402017 29.125
PV-005671277693	27.892	PV-005671277693 27.892
PV-005671797645	29.272	PV-005671797645 29.272
PV-005671918794	29.148	PV-005671918794 29.148
PV-005672020716	29.76	PV-005672020716 29.760
PV-005672083088	29.504	PV-005672083088 29.504
PV-005672083089	29.392	PV-005672083089 29.392
PV-005672095564	30.309	PV-005672095564 30.309
PV-005672256518	31.771	PV-005672256518 31.771
PV-005673324401	30.659	PV-005673324401 30.659
PV-005673500039	31.209	PV-005673500039 31.209
PV-005673500040	31.662	PV-005673500040 31.662
PV-005673739777	27.581	PV-005673739777 27.581
PV-005673739778	25.446	PV-005673739778 25.446
PV-005673739779	29.168	PV-005673739779 29.168
PV-005674173452	27.023	PV-005674173452 27.023
PV-005674614019	31.443	PV-005674614019 31.443
PV-005674817413	31.791	PV-005674817413 31.791
PV-005675081458	29.892	PV-005675081458 29.892
PV-005675469482	30.024	PV-005675469482 30.024
PV-005675894841	29.896	PV-005675894841 29.896
PV-005675963930	28.654	PV-005675963930 28.654
PV-005675989904	29.578	PV-005675989904 29.578
PV-005675989905	29.643	PV-005675989905 29.643
PV-005675989906	30.155	PV-005675989906 30.155
PV-005676274496	31.118	PV-005676274496 31.118
PV-005676754337	29.341	PV-005676754337 29.341
PV-005676868740	27.075	PV-005676868740 27.075
PV-005677385609	29.318	PV-005677385609 29.318
PV-005677385610	31.307	PV-005677385610 31.307
PV-005677385611	28.523	PV-005677385611 28.523
PV-005677528365	28.258	PV-005677528365 28.258
PV-005677528366	31.103	PV-005677528366 31.103
PV-005677528367	31.262	PV-005677528367 31.262
PV-005677577861	25.816	PV-005677577861 25.816
PV-005678160759	28.869	PV-005678160759 28.869
PV-005678431290	29.425	PV-005678431290 29.425
PV-005678505807	31.108	PV-005678505807 31.108
PV-005678633517	31.86	PV-005678633517 31.860
PV-005678765469	27.624	PV-005678765469 27.624
PV-005678765470	30.364	PV-005678765470 30.364
PV-005678765471	30.807	PV-005678765471 30.807
PV-005678818162	26.016	PV-005678818162 26.016
PV-005679614883	28.483	PV-005679614883 28.483
PV-005679667423	28.676	PV-005679667423 28.676
PV-005680012610	29.728	PV-005680012610 29.728
PV-005680012611	27.316	PV-005680012611 27.316
PV-005680012612	30.244	PV-005680012612 30.244
PV-005680303893	29.568	PV-005680303893 29.568
PV-005680377164	26.036	PV-005680377164 26.036
PV-005680532109	25.397	PV-005680532109 25.397
PV-005680601211	30.368	PV-005680601211 30.368
PV-005680621363	30.47	PV-005680621363 30.470
PV-005681080173	29.589	PV-005681080173 29.589
PV-005681215108	28.134	PV-005681215108 28.134
PV-005681215109	30.088	PV-005681215109 30.088
PV-005681215110	28.736	PV-005681215110 28.736
PV-005681477479	25.885	PV-005681477479 25.885
PV-005681585531	26.489	PV-005681585531 26.489
PV-005681862067	31.362	PV-005681862067 31.362
PV-005681945707	26.9	PV-005681945707 26.900
PV-005682178787	27.328	PV-005682178787 27.328
PV-005682178788	28.854	PV-005682178788 28.854
PV-005682410172	28.426	PV-005682410172 28.426
PV-005682613823	29.805	PV-005682613823 29.805
PV-005682635716	28.156	PV-005682635716 28.156
PV-005682677437	28.972	PV-005682677437 28.972
PV-005682858530	27.333	PV-005682858530 27.333
PV-005682984841	30.267	PV-005682984841 30.267
PV-005683278897	26.836	PV-005683278897 26.836
PV-005684143918	29.645	PV-005684143918 29.645
PV-005684563414	28.347	PV-005684563414 28.347
PV-005684737189	29.487	PV-005684737189 29.487
PV-005684737190	31.408	PV-005684737190 31.408
PV-005684771760	26.545	PV-005684771760 26.545
PV-005684885436	30.646	PV-005684885436 30.646
PV-005684985874	29.861	PV-005684985874 29.861
PV-005684985875	29.127	PV-005684985875 29.127
PV-005685034016	28.008	PV-005685034016 28.008
PV-005685449170	30.938	PV-005685449170 30.938
PV-005685494032	30.025	PV-005685494032 30.025
PV-005686134419	31.124	PV-005686134419 31.124
PV-005686880096	26.206	PV-005686880096 26.206
PV-005686911006	27.828	PV-005686911006 27.828
PV-005687191543	28.91	PV-005687191543 28.910
PV-005687194444	31.121	PV-005687194444 31.121
PV-005687447737	26.912	PV-005687447737 26.912
PV-005687864446	30.654	PV-005687864446 30.654
PV-005687864447	30.059	PV-005687864447 30.059
PV-005688032355	25.94	PV-005688032355 25.940
PV-005688032447	29.639	PV-005688032447 29.639
PV-005688195612	32.969	PV-005688195612 32.969
PV-005688598596	32.172	PV-005688598596 32.172
PV-005688652698	31.814	PV-005688652698 31.814
PV-005689362374	25.411	PV-005689362374 25.411
PV-005689387459	26.541	PV-005689387459 26.541
PV-005689724031	28.598	PV-005689724031 28.598
PV-005690068285	32.47	PV-005690068285 32.470
PV-005690476830	31.024	PV-005690476830 31.024
PV-005690611841	29.047	PV-005690611841 29.047
PV-005691409433	31.233	PV-005691409433 31.233
PV-005691447677	30.41	PV-005691447677 30.410
PV-005691673876	27.404	PV-005691673876 27.404
PV-005691796944	27.981	PV-005691796944 27.981
PV-005692236501	27.383	PV-005692236501 27.383
PV-005692372662	26.842	PV-005692372662 26.842
PV-005692372663	29.838	PV-005692372663 29.838
PV-005692558557	30.461	PV-005692558557 30.461
PV-005693091211	26.877	PV-005693091211 26.877
PV-005693095799	26.274	PV-005693095799 26.274
PV-005693606766	26.766	PV-005693606766 26.766
PV-005693622387	32.119	PV-005693622387 32.119
PV-005694391760	31.329	PV-005694391760 31.329
PV-005694475064	27.112	PV-005694475064 27.112
PV-005694691955	29.545	PV-005694691955 29.545
PV-005694924567	31.979	PV-005694924567 31.979
PV-005694960483	29.864	PV-005694960483 29.864
PV-005695005935	28.978	PV-005695005935 28.978
PV-005695177103	31.239	PV-005695177103 31.239
PV-005695538937	27.246	PV-005695538937 27.246
PV-005695721246	29.988	PV-005695721246 29.988
PV-005695909163	27.147	PV-005695909163 27.147
PV-005696139136	29.758	PV-005696139136 29.758
PV-005696139137	30.531	PV-005696139137 30.531
PV-005696139138	27.836	PV-005696139138 27.836
PV-005696372699	26.74	PV-005696372699 26.740
PV-005696372700	28.802	PV-005696372700 28.802
PV-005696540959	27.924	PV-005696540959 27.924
PV-005696977709	29.857	PV-005696977709 29.857
PV-005697001949	27.044	PV-005697001949 27.044
PV-005697239134	29.331	PV-005697239134 29.331
PV-005697308902	30.2	PV-005697308902 30.200
PV-005697370567	25.787	PV-005697370567 25.787
PV-005697885196	31.854	PV-005697885196 31.854
PV-005699393545	29.245	PV-005699393545 29.245
PV-005700281017	29.937	PV-005700281017 29.937
PV-005700281018	29.876	PV-005700281018 29.876
PV-005700281019	27.198	PV-005700281019 27.198
PV-005700446231	31.161	PV-005700446231 31.161
PV-005700789558	28.941	PV-005700789558 28.941
PV-005701829061	29.495	PV-005701829061 29.495
PV-005702057975	27.281	PV-005702057975 27.281
PV-005702443614	29.605	PV-005702443614 29.605
PV-005702528142	31.323	PV-005702528142 31.323
PV-005702815852	30.55	PV-005702815852 30.550
PV-005702833670	26.733	PV-005702833670 26.733
PV-005703413589	29.371	PV-005703413589 29.371
PV-005703813297	26.692	PV-005703813297 26.692
PV-005703909132	27.896	PV-005703909132 27.896
PV-005703928939	28.079	PV-005703928939 28.079
PV-005704381171	28.619	PV-005704381171 28.619
PV-005704530061	29.557	PV-005704530061 29.557
PV-005704730106	30.667	PV-005704730106 30.667
PV-005704730107	27.674	PV-005704730107 27.674
PV-005704730108	32.696	PV-005704730108 32.696
PV-005704750768	29.91	PV-005704750768 29.910
PV-005705142750	31.096	PV-005705142750 31.096
PV-005706028410	31.315	PV-005706028410 31.315
PV-005706273577	26.219	PV-005706273577 26.219
PV-005706273578	30.497	PV-005706273578 30.497
PV-005706273579	31.71	PV-005706273579 31.710
PV-005706445421	27.602	PV-005706445421 27.602
PV-005706554810	26.233	PV-005706554810 26.233
PV-005706687727	31.487	PV-005706687727 31.487
PV-005706861368	29.177	PV-005706861368 29.177
PV-005706913617	27.28	PV-005706913617 27.280
PV-005706921252	32.304	PV-005706921252 32.304
PV-005706931154	26.203	PV-005706931154 26.203
PV-005707003322	27.308	PV-005707003322 27.308
PV-005707146172	30.847	PV-005707146172 30.847
PV-005707867569	30.627	PV-005707867569 30.627
PV-005709196378	26.098	PV-005709196378 26.098
PV-005709477818	31.746	PV-005709477818 31.746
PV-005709506310	29.16	PV-005709506310 29.160
PV-005709506311	26.455	PV-005709506311 26.455
PV-005709506312	27.656	PV-005709506312 27.656
PV-005709724801	28.885	PV-005709724801 28.885
PV-005709854351	30.318	PV-005709854351 30.318
PV-005709854352	29.995	PV-005709854352 29.995
PV-005711004639	31.123	PV-005711004639 31.123
PV-005711977608	29.114	PV-005711977608 29.114
PV-005712228754	26.42	PV-005712228754 26.420
PV-005712228755	31.01	PV-005712228755 31.010
PV-005712228756	27.517	PV-005712228756 27.517
PV-005712451316	29.511	PV-005712451316 29.511
PV-005712504427	29.453	PV-005712504427 29.453
PV-005712792581	26.165	PV-005712792581 26.165
PV-005713740323	29.692	PV-005713740323 29.692
PV-005713740324	29.138	PV-005713740324 29.138
PV-005713779537	30.287	PV-005713779537 30.287
PV-005714345989	28.786	PV-005714345989 28.786
PV-005714396604	30.547	PV-005714396604 30.547
PV-005714517236	28.453	PV-005714517236 28.453
PV-005714517237	29.377	PV-005714517237 29.377
PV-005714682217	30.171	PV-005714682217 30.171
PV-005714853057	25.777	PV-005714853057 25.777
PV-005714983932	28.651	PV-005714983932 28.651
PV-005715822393	30.74	PV-005715822393 30.740
PV-005715822394	29.984	PV-005715822394 29.984
PV-005715822395	26.529	PV-005715822395 26.529
PV-005716389626	29.071	PV-005716389626 29.071
PV-005716497028	27.747	PV-005716497028 27.747
PV-005716497029	25.504	PV-005716497029 25.504
PV-005716497030	28.063	PV-005716497030 28.063
PV-005717759491	26.426	PV-005717759491 26.426
PV-005718039047	29.516	PV-005718039047 29.516
PV-005718573324	27.932	PV-005718573324 27.932
PV-005718749824	26.481	PV-005718749824 26.481
PV-005718954916	29.971	PV-005718954916 29.971
PV-005718954917	31.618	PV-005718954917 31.618
PV-005719076533	29.928	PV-005719076533 29.928
PV-005719076534	28.096	PV-005719076534 28.096
PV-005719076535	30.886	PV-005719076535 30.886
PV-005719095284	29.094	PV-005719095284 29.094
PV-005719830671	26.506	PV-005719830671 26.506
PV-005719932917	31.197	PV-005719932917 31.197
PV-005719944563	25.725	PV-005719944563 25.725
PV-005719954808	29.838	PV-005719954808 29.838
